ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1911-01-01,0.7056424054084679,-0.8557992503802134,1.1873865892139899,0.7056424054084679,0.7056424054084679,-0.6159903811492251,-0.6159903811492251,-0.6159903811492251,-0.6159903811492251,-0.6159903811492251,-0.6159903811492251,0.0,0.0,0.0,0.08965202425924279
1912-01-01,0.7039325659248615,-0.8869012809597876,1.0555190555016731,0.7039325659248615,0.7039325659248615,-0.6307821523201608,-0.6307821523201608,-0.6307821523201608,-0.6307821523201608,-0.6307821523201608,-0.6307821523201608,0.0,0.0,0.0,0.07315041360470076
1913-01-01,0.7022180419692752,-0.820907617209855,1.1092821512384314,0.7022180419692752,0.7022180419692752,-0.5850868581394709,-0.5850868581394709,-0.5850868581394709,-0.5850868581394709,-0.5850868581394709,-0.5850868581394709,0.0,0.0,0.0,0.11713118382980425
1914-01-01,0.7005082025053708,-0.9807974626132783,1.1030174663816856,0.7005082025053708,0.7005082025053708,-0.600752436652843,-0.600752436652843,-0.600752436652843,-0.600752436652843,-0.600752436652843,-0.600752436652843,0.0,0.0,0.0,0.09975576585252788
1915-01-01,0.6987983630414664,-1.0052044595276062,1.0424766663849512,0.6987983630414664,0.6987983630414664,-0.6159903811492903,-0.6159903811492903,-0.6159903811492903,-0.6159903811492903,-0.6159903811492903,-0.6159903811492903,0.0,0.0,0.0,0.08280798189217609
1916-01-01,0.6970885235775619,-0.9109604480066313,1.0479061861924717,0.6970885235775619,0.6970885235775619,-0.6307821523202234,-0.6307821523202234,-0.6307821523202234,-0.6307821523202234,-0.6307821523202234,-0.6307821523202234,0.0,0.0,0.0,0.06630637125733851
1917-01-01,0.6953739998862444,-0.9336282467642194,1.1561535183815814,0.6953739998862444,0.6953739998862444,-0.5850868581394221,-0.5850868581394221,-0.5850868581394221,-0.5850868581394221,-0.5850868581394221,-0.5850868581394221,0.0,0.0,0.0,0.1102871417468223
1918-01-01,0.6936641606858865,-0.903792587967495,1.1573111301908185,0.6936641606858865,0.6936641606858865,-0.6007524366526955,-0.6007524366526955,-0.6007524366526955,-0.6007524366526955,-0.6007524366526955,-0.6007524366526955,0.0,0.0,0.0,0.09291172403319103
1919-01-01,0.6919543214855287,-0.9627490815063939,1.0345378200289277,0.6919543214855287,0.6919543214855287,-0.6159903811492301,-0.6159903811492301,-0.6159903811492301,-0.6159903811492301,-0.6159903811492301,-0.6159903811492301,0.0,0.0,0.0,0.07596394033629861
1920-01-01,0.6902444822851711,-0.9640176129145335,1.016214289208083,0.6902444822851711,0.6902444822851711,-0.630782152320229,-0.630782152320229,-0.630782152320229,-0.630782152320229,-0.630782152320229,-0.630782152320229,0.0,0.0,0.0,0.05946232996494205
1921-01-01,0.6885299585596729,-0.9104411308260278,1.1017743940639557,0.6885299585596729,0.6885299585596729,-0.5850868581394902,-0.5850868581394902,-0.5850868581394902,-0.5850868581394902,-0.5850868581394902,-0.5850868581394902,0.0,0.0,0.0,0.10344310042018268
1922-01-01,0.686820119325228,-0.86160105000242,1.2129527752650733,0.686820119325228,0.686820119325228,-0.6007524366528235,-0.6007524366528235,-0.6007524366528235,-0.6007524366528235,-0.6007524366528235,-0.6007524366528235,0.0,0.0,0.0,0.0860676826724045
1923-01-01,0.6851102800907832,-0.9366637836473866,1.1207668833578557,0.6851102800907832,0.6851102800907832,-0.615990381149258,-0.615990381149258,-0.615990381149258,-0.615990381149258,-0.615990381149258,-0.615990381149258,0.0,0.0,0.0,0.06911989894152526
1924-01-01,0.6834004408563383,-0.9453297755665904,1.0739806692648048,0.6834004408563383,0.6834004408563383,-0.6307821523203057,-0.6307821523203057,-0.6307821523203057,-0.6307821523203057,-0.6307821523203057,-0.6307821523203057,0.0,0.0,0.0,0.052618288536032676
1925-01-01,0.6816859171101386,-0.9254676013902596,1.2321034262770563,0.6816859171101386,0.6816859171101386,-0.5850868581395746,-0.5850868581395746,-0.5850868581395746,-0.5850868581395746,-0.5850868581395746,-0.5850868581395746,0.0,0.0,0.0,0.09659905897056398
1926-01-01,0.6799760778550485,-0.957061747725431,1.0504999309322538,0.6799760778550485,0.6799760778550485,-0.6007524366527153,-0.6007524366527153,-0.6007524366527153,-0.6007524366527153,-0.6007524366527153,-0.6007524366527153,0.0,0.0,0.0,0.07922364120233327
1927-01-01,0.6782662385999586,-0.9248230354978829,1.0960627129813434,0.6782662385999586,0.6782662385999586,-0.6159903811491684,-0.6159903811491684,-0.6159903811491684,-0.6159903811491684,-0.6159903811491684,-0.6159903811491684,0.0,0.0,0.0,0.06227585745079023
1928-01-01,0.6765873125135102,-0.9746294570827913,1.0465270995382212,0.6765873125135102,0.6765873125135102,-0.6307821523202326,-0.6307821523202326,-0.6307821523202326,-0.6307821523202326,-0.6307821523202326,-0.6307821523202326,0.0,0.0,0.0,0.04580516019327763
1929-01-01,0.6749037866295646,-0.9589184241736504,1.0910289129831832,0.6749037866295646,0.6749037866295646,-0.5850868581395018,-0.5850868581395018,-0.5850868581395018,-0.5850868581395018,-0.5850868581395018,-0.5850868581395018,0.0,0.0,0.0,0.08981692849006284
1930-01-01,0.6732248605431163,-0.9302822775881094,1.137561512998865,0.6732248605431163,0.6732248605431163,-0.6007524366528124,-0.6007524366528124,-0.6007524366528124,-0.6007524366528124,-0.6007524366528124,-0.6007524366528124,0.0,0.0,0.0,0.07247242389030384
1931-01-01,0.6715459344566678,-0.9631987895054133,1.0579342205628228,0.6715459344566678,0.6715459344566678,-0.6159903811492627,-0.6159903811492627,-0.6159903811492627,-0.6159903811492627,-0.6159903811492627,-0.6159903811492627,0.0,0.0,0.0,0.055555553307405026
1932-01-01,0.6698670085112702,-1.0815782245242214,1.0006693297426401,0.6698670085112702,0.6698670085112702,-0.6307821523203169,-0.6307821523203169,-0.6307821523203169,-0.6307821523203169,-0.6307821523203169,-0.6307821523203169,0.0,0.0,0.0,0.039084856190953365
1933-01-01,0.6681834827687619,-0.9155471614822425,1.114873573323856,0.6681834827687619,0.6681834827687619,-0.5850868581395315,-0.5850868581395315,-0.5850868581395315,-0.5850868581395315,-0.5850868581395315,-0.5850868581395315,0.0,0.0,0.0,0.0830966246292304
1934-01-01,0.6665045568233645,-0.9443109662935305,1.1399551018763185,0.6665045568233645,0.6665045568233645,-0.6007524366528457,-0.6007524366528457,-0.6007524366528457,-0.6007524366528457,-0.6007524366528457,-0.6007524366528457,0.0,0.0,0.0,0.06575212017051879
1935-01-01,0.664825630877967,-0.8975994345058356,1.031782373441829,0.664825630877967,0.664825630877967,-0.615990381149164,-0.615990381149164,-0.615990381149164,-0.615990381149164,-0.615990381149164,-0.615990381149164,0.0,0.0,0.0,0.04883524972880293
1936-01-01,0.6631467055426379,-0.9725495764625808,1.054368879236811,0.6631467055426379,0.6631467055426379,-0.6307821523202509,-0.6307821523202509,-0.6307821523202509,-0.6307821523202509,-0.6307821523202509,-0.6307821523202509,0.0,0.0,0.0,0.03236455322238696
1937-01-01,0.6614631804118694,-0.9607710996278904,1.063465147576117,0.6614631804118694,0.6614631804118694,-0.5850868581394639,-0.5850868581394639,-0.5850868581394639,-0.5850868581394639,-0.5850868581394639,-0.5850868581394639,0.0,0.0,0.0,0.07637632227240543
1938-01-01,0.6597842550765401,-0.8845990387750454,1.0423034746915651,0.6597842550765401,0.6597842550765401,-0.6007524366527781,-0.6007524366527781,-0.6007524366527781,-0.6007524366527781,-0.6007524366527781,-0.6007524366527781,0.0,0.0,0.0,0.05903181842376204
1939-01-01,0.6581053297412109,-0.921255126657187,1.0096898577394193,0.6581053297412109,0.6581053297412109,-0.615990381149218,-0.615990381149218,-0.615990381149218,-0.615990381149218,-0.615990381149218,-0.615990381149218,0.0,0.0,0.0,0.04211494859199294
1940-01-01,0.6564264046048592,-1.0501270295228498,1.015581096563174,0.6564264046048592,0.6564264046048592,-0.6307821523202786,-0.6307821523202786,-0.6307821523202786,-0.6307821523202786,-0.6307821523202786,-0.6307821523202786,0.0,0.0,0.0,0.02564425228458067
1941-01-01,0.6547428796736134,-0.8993685737620297,1.0693636338371781,0.6547428796736134,0.6547428796736134,-0.5850868581395475,-0.5850868581395475,-0.5850868581395475,-0.5850868581395475,-0.5850868581395475,-0.5850868581395475,0.0,0.0,0.0,0.06965602153406592
1942-01-01,0.6530639545372617,-0.9404370179895905,1.0431474028485226,0.6530639545372617,0.6530639545372617,-0.6007524366528422,-0.6007524366528422,-0.6007524366528422,-0.6007524366528422,-0.6007524366528422,-0.6007524366528422,0.0,0.0,0.0,0.05231151788441957
1943-01-01,0.6513850294009099,-1.003107789858125,1.134838292079209,0.6513850294009099,0.6513850294009099,-0.6159903811492384,-0.6159903811492384,-0.6159903811492384,-0.6159903811492384,-0.6159903811492384,-0.6159903811492384,0.0,0.0,0.0,0.03539464825167149
1944-01-01,0.6497061058725992,-0.9420346826864877,0.9819282885413223,0.6497061058725992,0.6497061058725992,-0.6307821523202446,-0.6307821523202446,-0.6307821523202446,-0.6307821523202446,-0.6307821523202446,-0.6307821523202446,0.0,0.0,0.0,0.018923953552354655
1945-01-01,0.6480225825538,-1.0239303504391186,1.1463549048023998,0.6480225825538,0.6480225825538,-0.5850868581395222,-0.5850868581395222,-0.5850868581395222,-0.5850868581395222,-0.5850868581395222,-0.5850868581395222,0.0,0.0,0.0,0.06293572441427775
1946-01-01,0.6463436590254893,-0.970538470327662,0.9838790680813235,0.6463436590254893,0.6463436590254893,-0.6007524366528324,-0.6007524366528324,-0.6007524366528324,-0.6007524366528324,-0.6007524366528324,-0.6007524366528324,0.0,0.0,0.0,0.04559122237265689
1947-01-01,0.6446647354971786,-0.9021991975461968,1.0321080982064452,0.6446647354971786,0.6446647354971786,-0.6159903811492807,-0.6159903811492807,-0.6159903811492807,-0.6159903811492807,-0.6159903811492807,-0.6159903811492807,0.0,0.0,0.0,0.02867435434789789
1948-01-01,0.6429858119843931,-0.9807931380680226,1.070427739767083,0.6429858119843931,0.6429858119843931,-0.6307821523202464,-0.6307821523202464,-0.6307821523202464,-0.6307821523202464,-0.6307821523202464,-0.6307821523202464,0.0,0.0,0.0,0.012203659664146715
1949-01-01,0.6413022886811616,-0.897906470584485,1.1155630653235955,0.6413022886811616,0.6413022886811616,-0.5850868581395324,-0.5850868581395324,-0.5850868581395324,-0.5850868581395324,-0.5850868581395324,-0.5850868581395324,0.0,0.0,0.0,0.05621543054162914
1950-01-01,0.639623365168376,-1.0593756062393487,1.015339458910932,0.639623365168376,0.639623365168376,-0.6007524366528268,-0.6007524366528268,-0.6007524366528268,-0.6007524366528268,-0.6007524366528268,-0.6007524366528268,0.0,0.0,0.0,0.038870928515549186
1951-01-01,0.6379444416555903,-0.9727298667225799,0.9984684870187326,0.6379444416555903,0.6379444416555903,-0.6159903811492867,-0.6159903811492867,-0.6159903811492867,-0.6159903811492867,-0.6159903811492867,-0.6159903811492867,0.0,0.0,0.0,0.021954060506303552
1952-01-01,0.6362655182200534,-1.028081333953642,0.9955340969512849,0.6362655182200534,0.6362655182200534,-0.6307821523202537,-0.6307821523202537,-0.6307821523202537,-0.6307821523202537,-0.6307821523202537,-0.6307821523202537,0.0,0.0,0.0,0.005483365899799697
1953-01-01,0.6345819949942819,-1.0092341053904559,1.0132190698312995,0.6345819949942819,0.6345819949942819,-0.5850868581395698,-0.5850868581395698,-0.5850868581395698,-0.5850868581395698,-0.5850868581395698,-0.5850868581395698,0.0,0.0,0.0,0.049495136854712074
1954-01-01,0.6329030715587449,-1.0145757798822066,1.046978654048822,0.6329030715587449,0.6329030715587449,-0.6007524366528098,-0.6007524366528098,-0.6007524366528098,-0.6007524366528098,-0.6007524366528098,-0.6007524366528098,0.0,0.0,0.0,0.03215063490593517
1955-01-01,0.631224148123208,-1.0348110649115587,1.0104765401888403,0.631224148123208,0.631224148123208,-0.6159903811492669,-0.6159903811492669,-0.6159903811492669,-0.6159903811492669,-0.6159903811492669,-0.6159903811492669,0.0,0.0,0.0,0.015233766973941187
1956-01-01,0.6295452253856604,-0.999619260945439,0.9169616630787795,0.6295452253856604,0.6295452253856604,-0.6307821523202701,-0.6307821523202701,-0.6307821523202701,-0.6307821523202701,-0.6307821523202701,-0.6307821523202701,0.0,0.0,0.0,-0.00123692693460975
1957-01-01,0.6278617028597907,-0.9961919801141302,1.0749087818134635,0.6278617028597907,0.6278617028597907,-0.5850868581395521,-0.5850868581395521,-0.5850868581395521,-0.5850868581395521,-0.5850868581395521,-0.5850868581395521,0.0,0.0,0.0,0.042774844720238625
1958-01-01,0.6261827801222433,-0.9144175091362606,1.0938008163351687,0.6261827801222433,0.6261827801222433,-0.6007524366528368,-0.6007524366528368,-0.6007524366528368,-0.6007524366528368,-0.6007524366528368,-0.6007524366528368,0.0,0.0,0.0,0.025430343469406425
1959-01-01,0.6245038573846957,-1.0327466064929636,1.0714934135446723,0.6245038573846957,0.6245038573846957,-0.6159903811492502,-0.6159903811492502,-0.6159903811492502,-0.6159903811492502,-0.6159903811492502,-0.6159903811492502,0.0,0.0,0.0,0.008513476235445516
1960-01-01,0.6228249349789955,-0.9962631448503783,0.9937227362163441,0.6228249349789955,0.6228249349789955,-0.630782152320263,-0.630782152320263,-0.630782152320263,-0.630782152320263,-0.630782152320263,-0.630782152320263,0.0,0.0,0.0,-0.00795721734126753
1961-01-01,0.6211414127858823,-0.9457164806171852,1.0411934287318192,0.6211414127858823,0.6211414127858823,-0.5850868581395479,-0.5850868581395479,-0.5850868581395479,-0.5850868581395479,-0.5850868581395479,-0.5850868581395479,0.0,0.0,0.0,0.03605455464633445
1962-01-01,0.6194624903801821,-0.9854621632827875,1.0244952226008155,0.6194624903801821,0.6194624903801821,-0.6007524366528255,-0.6007524366528255,-0.6007524366528255,-0.6007524366528255,-0.6007524366528255,-0.6007524366528255,0.0,0.0,0.0,0.018710053727356568
1963-01-01,0.6177835679744819,-0.9895262084218098,1.0267429654237699,0.6177835679744819,0.6177835679744819,-0.6159903811492626,-0.6159903811492626,-0.6159903811492626,-0.6159903811492626,-0.6159903811492626,-0.6159903811492626,0.0,0.0,0.0,0.0017931868252192285
1964-01-01,0.6161046455515795,-0.9755586536182573,0.9547955101920489,0.6161046455515795,0.6161046455515795,-0.6307821523202782,-0.6307821523202782,-0.6307821523202782,-0.6307821523202782,-0.6307821523202782,-0.6307821523202782,0.0,0.0,0.0,-0.014677506768698723
1965-01-01,0.6144211233412171,-1.0362021500852727,1.0687567575398054,0.6144211233412171,0.6144211233412171,-0.5850868581395517,-0.5850868581395517,-0.5850868581395517,-0.5850868581395517,-0.5850868581395517,-0.5850868581395517,0.0,0.0,0.0,0.029334265201665377
1966-01-01,0.6127422009183147,-0.982942564958277,1.0291636196932552,0.6127422009183147,0.6127422009183147,-0.6007524366528334,-0.6007524366528334,-0.6007524366528334,-0.6007524366528334,-0.6007524366528334,-0.6007524366528334,0.0,0.0,0.0,0.011989764265481262
1967-01-01,0.6110632784954122,-0.9478019196812939,1.072852475186346,0.6110632784954122,0.6110632784954122,-0.6159903811492669,-0.6159903811492669,-0.6159903811492669,-0.6159903811492669,-0.6159903811492669,-0.6159903811492669,0.0,0.0,0.0,-0.004927102653854654
1968-01-01,0.6093843561780933,-1.049261097700984,0.9961947224704802,0.6093843561780933,0.6093843561780933,-0.6307821523202842,-0.6307821523202842,-0.6307821523202842,-0.6307821523202842,-0.6307821523202842,-0.6307821523202842,0.0,0.0,0.0,-0.02139779614219095
1969-01-01,0.6077008340736035,-1.0394271181188623,1.0804024013303057,0.6077008340736035,0.6077008340736035,-0.5850868581395533,-0.5850868581395533,-0.5850868581395533,-0.5850868581395533,-0.5850868581395533,-0.5850868581395533,0.0,0.0,0.0,0.022613975934050234
1970-01-01,0.6060219117562847,-0.9814192799076429,0.9854804193010923,0.6060219117562847,0.6060219117562847,-0.6007524366528414,-0.6007524366528414,-0.6007524366528414,-0.6007524366528414,-0.6007524366528414,-0.6007524366528414,0.0,0.0,0.0,0.005269475103443333
1971-01-01,0.6043429894389658,-1.06096352244137,1.0021996776499205,0.6043429894389658,0.6043429894389658,-0.615990381149269,-0.615990381149269,-0.615990381149269,-0.615990381149269,-0.615990381149269,-0.615990381149269,0.0,0.0,0.0,-0.011647391710303157
1972-01-01,0.6026640671290034,-1.0709078936661947,1.0086919292354164,0.6026640671290034,0.6026640671290034,-0.6307821523202826,-0.6307821523202826,-0.6307821523202826,-0.6307821523202826,-0.6307821523202826,-0.6307821523202826,0.0,0.0,0.0,-0.02811808519127912
1973-01-01,0.6009805450318905,-1.0188449106502029,0.9917581083054033,0.6009805450318905,0.6009805450318905,-0.5850868581395556,-0.5850868581395556,-0.5850868581395556,-0.5850868581395556,-0.5850868581395556,-0.5850868581395556,0.0,0.0,0.0,0.015893686892334835
1974-01-01,0.5993016227219281,-0.9136616612665203,0.9611415058196916,0.5993016227219281,0.5993016227219281,-0.6007524366528492,-0.6007524366528492,-0.6007524366528492,-0.6007524366528492,-0.6007524366528492,-0.6007524366528492,0.0,0.0,0.0,-0.0014508139309210577
1975-01-01,0.5976227004055243,-1.0115496729098747,0.9789355122633695,0.5976227004055243,0.5976227004055243,-0.6159903811492703,-0.6159903811492703,-0.6159903811492703,-0.6159903811492703,-0.6159903811492703,-0.6159903811492703,0.0,0.0,0.0,-0.01836768074374595
1976-01-01,0.5959437780891205,-1.0658555719817353,0.9670683409729826,0.5959437780891205,0.5959437780891205,-0.6307821523202853,-0.6307821523202853,-0.6307821523202853,-0.6307821523202853,-0.6307821523202853,-0.6307821523202853,0.0,0.0,0.0,-0.03483837423116487
1977-01-01,0.5942602559855483,-1.0320813020114619,1.0231770771422248,0.5942602559855483,0.5942602559855483,-0.5850868581395601,-0.5850868581395601,-0.5850868581395601,-0.5850868581395601,-0.5850868581395601,-0.5850868581395601,0.0,0.0,0.0,0.009173397845988251
1978-01-01,0.5925813336691444,-0.9807018298537762,1.0248094337592444,0.5925813336691444,0.5925813336691444,-0.600752436652857,-0.600752436652857,-0.600752436652857,-0.600752436652857,-0.600752436652857,-0.600752436652857,0.0,0.0,0.0,-0.008171102983712597
1979-01-01,0.5909024112450362,-1.002315500970111,0.9610119178806716,0.5909024112450362,0.5909024112450362,-0.6159903811492743,-0.6159903811492743,-0.6159903811492743,-0.6159903811492743,-0.6159903811492743,-0.6159903811492743,0.0,0.0,0.0,-0.025087969904238117
1980-01-01,0.589223488820928,-0.9800602669649479,0.9445346566282458,0.589223488820928,0.589223488820928,-0.6307821523202852,-0.6307821523202852,-0.6307821523202852,-0.6307821523202852,-0.6307821523202852,-0.6307821523202852,0.0,0.0,0.0,-0.04155866349935722
1981-01-01,0.5875399666093565,-1.0691915124491569,0.9882279307768855,0.5875399666093565,0.5875399666093565,-0.585086858139573,-0.585086858139573,-0.585086858139573,-0.585086858139573,-0.585086858139573,-0.585086858139573,0.0,0.0,0.0,0.002453108469783527
1982-01-01,0.5858610441852484,-1.0765081663230671,1.0525927341456713,0.5858610441852484,0.5858610441852484,-0.6007524366528458,-0.6007524366528458,-0.6007524366528458,-0.6007524366528458,-0.6007524366528458,-0.6007524366528458,0.0,0.0,0.0,-0.014891392467597409
1983-01-01,0.584182121731868,-0.9882086383727768,0.9321943782256567,0.584182121731868,0.584182121731868,-0.6159903811492701,-0.6159903811492701,-0.6159903811492701,-0.6159903811492701,-0.6159903811492701,-0.6159903811492701,0.0,0.0,0.0,-0.03180825941740206
1984-01-01,0.5825031992784875,-1.0617404325305349,0.9842890536450936,0.5825031992784875,0.5825031992784875,-0.6307821523203033,-0.6307821523203033,-0.6307821523203033,-0.6307821523203033,-0.6307821523203033,-0.6307821523203033,0.0,0.0,0.0,-0.04827895304181584
1985-01-01,0.5808196770375634,-1.038543027690901,0.9410999963501858,0.5808196770375634,0.5808196770375634,-0.5850868581395555,-0.5850868581395555,-0.5850868581395555,-0.5850868581395555,-0.5850868581395555,-0.5850868581395555,0.0,0.0,0.0,-0.00426718110199209
1986-01-01,0.5791407545841829,-1.0110241951974306,0.9664229348019017,0.5791407545841829,0.5791407545841829,-0.6007524366528728,-0.6007524366528728,-0.6007524366528728,-0.6007524366528728,-0.6007524366528728,-0.6007524366528728,0.0,0.0,0.0,-0.021611682068689908
1987-01-01,0.57746183214897,-1.001666653773127,1.008068140202353,0.57746183214897,0.57746183214897,-0.6159903811492535,-0.6159903811492535,-0.6159903811492535,-0.6159903811492535,-0.6159903811492535,-0.6159903811492535,0.0,0.0,0.0,-0.038528549000283574
1988-01-01,0.5757829097137569,-1.1311652321265002,0.9641312506706972,0.5757829097137569,0.5757829097137569,-0.6307821523202929,-0.6307821523202929,-0.6307821523202929,-0.6307821523202929,-0.6307821523202929,-0.6307821523202929,0.0,0.0,0.0,-0.05499924260653599
1989-01-01,0.57409938749105,-1.0429095946944993,1.0341079704333018,0.57409938749105,0.57409938749105,-0.5850868581395346,-0.5850868581395346,-0.5850868581395346,-0.5850868581395346,-0.5850868581395346,-0.5850868581395346,0.0,0.0,0.0,-0.010987470648484599
1990-01-01,0.5724204650558371,-1.0212078517333307,0.9739933754798289,0.5724204650558371,0.5724204650558371,-0.6007524366528557,-0.6007524366528557,-0.6007524366528557,-0.6007524366528557,-0.6007524366528557,-0.6007524366528557,0.0,0.0,0.0,-0.028331971597018613
1991-01-01,0.5707415425081679,-1.0407022559453727,0.9378539518222464,0.5707415425081679,0.5707415425081679,-0.6159903811492888,-0.6159903811492888,-0.6159903811492888,-0.6159903811492888,-0.6159903811492888,-0.6159903811492888,0.0,0.0,0.0,-0.04524883864112095
1992-01-01,0.5690626199604986,-1.110318002003215,0.9302689023206012,0.5690626199604986,0.5690626199604986,-0.6307821523202755,-0.6307821523202755,-0.6307821523202755,-0.6307821523202755,-0.6307821523202755,-0.6307821523202755,0.0,0.0,0.0,-0.061719532359776896
1993-01-01,0.5673790976250275,-1.0426335295911549,0.9480215121652248,0.5673790976250275,0.5673790976250275,-0.5850868581395408,-0.5850868581395408,-0.5850868581395408,-0.5850868581395408,-0.5850868581395408,-0.5850868581395408,0.0,0.0,0.0,-0.017707760514513282
1994-01-01,0.5657001750773583,-1.029920204146231,0.9579047657018089,0.5657001750773583,0.5657001750773583,-0.6007524366528502,-0.6007524366528502,-0.6007524366528502,-0.6007524366528502,-0.6007524366528502,-0.6007524366528502,0.0,0.0,0.0,-0.035052261575491905
1995-01-01,0.5640212525847398,-1.1064330613013134,1.0316188731818696,0.5640212525847398,0.5640212525847398,-0.6159903811492985,-0.6159903811492985,-0.6159903811492985,-0.6159903811492985,-0.6159903811492985,-0.6159903811492985,0.0,0.0,0.0,-0.05196912856455871
1996-01-01,0.5623423300921212,-1.1383598826547205,0.8885707207992766,0.5623423300921212,0.5623423300921212,-0.6307821523202848,-0.6307821523202848,-0.6307821523202848,-0.6307821523202848,-0.6307821523202848,-0.6307821523202848,0.0,0.0,0.0,-0.06843982222816358
1997-01-01,0.5606588078118517,-1.0244146462508994,1.0098984063709258,0.5606588078118517,0.5606588078118517,-0.5850868581395855,-0.5850868581395855,-0.5850868581395855,-0.5850868581395855,-0.5850868581395855,-0.5850868581395855,0.0,0.0,0.0,-0.024428050327733764
1998-01-01,0.5589798853192331,-1.062999588624159,0.990047269731476,0.5589798853192331,0.5589798853192331,-0.6007524366528405,-0.6007524366528405,-0.6007524366528405,-0.6007524366528405,-0.6007524366528405,-0.6007524366528405,0.0,0.0,0.0,-0.041772551333607355
1999-01-01,0.5573009627132756,-1.1666589752816916,0.9126881944280951,0.5573009627132756,0.5573009627132756,-0.6159903811492745,-0.6159903811492745,-0.6159903811492745,-0.6159903811492745,-0.6159903811492745,-0.6159903811492745,0.0,0.0,0.0,-0.05868941843599895
2000-01-01,0.5556220401073181,-1.1759895744313957,0.9214340743190992,0.5556220401073181,0.5556220401073181,-0.6307821523203723,-0.6307821523203723,-0.6307821523203723,-0.6307821523203723,-0.6307821523203723,-0.6307821523203723,0.0,0.0,0.0,-0.07516011221305419
2001-01-01,0.553938517713399,-1.0471747565857634,0.9660323887595027,0.553938517713399,0.553938517713399,-0.5850868581396071,-0.5850868581396071,-0.5850868581396071,-0.5850868581396071,-0.5850868581396071,-0.5850868581396071,0.0,0.0,0.0,-0.031148340426208176
2002-01-01,0.5522595951074414,-1.053016818095064,1.0130911565582534,0.5522595951074414,0.5522595951074414,-0.6007524366529045,-0.6007524366529045,-0.6007524366529045,-0.6007524366529045,-0.6007524366529045,-0.6007524366529045,0.0,0.0,0.0,-0.04849284154546307
